110000	北京
310000	上海
120000	天津
500000	重庆
440000	广东省
320000	江苏省
330000	浙江省
340000	安徽省
210000	辽宁省
220000	吉林省
230000	黑龙江省
130000	河北省
150000	内蒙古
410000	河南省
370000	山东省
140000	山西省
350000	福建省
360000	江西省
420000	湖北省
430000	湖南省
530000	云南省
520000	贵州省
450000	广西
460000	海南省
610000	陕西省
510000	四川省
640000	宁夏
620000	甘肃省
630000	青海省
650000	新疆
540000	西藏
830000	台湾
810000	香港
820000	澳门
900000	国外
